00AI               20210204                                                                                   
0601AIA1N       20210101000460100000005000 0100000000000551   
0601AIA1N       20210101000465100000005000 0100000000000558   
0601AIA1N       20210101000470100000005000 0100000000000563   
0601AIA1N       20210101000475100000005000 0100000000000572   
0601AIA1N       20210101000480100000005000 0100000000000578   
0601AIA1N       20210101000485100000005000 0100000000000585   
0601AIA1N       20210101000490100000005000 0100000000000591   
0601AIA1N       20210101000495100000005000 0100000000000597   
0601AIA1N       20210101000500100000005000 0100000000000605   
0601AIA1N       20210101000505100000005000 0100000000000611   
0601AIA1N       20210101000510100000005000 0100000000000617   
0601AIA1N       20210101000515100000005000 0100000000000622   
0601AIA1N       20210101000520100000005000 0100000000000628   
0601AIA1N       20210101000525100000005000 0100000000000635   
0601AIA1N       20210101000530100000005000 0100000000000642   
0601AIA1N       20210101000535100000005000 0100000000000646   
0601AIA1N       20210101000540100000005000 0100000000000654   
0601AIA1N       20210101000545100000005000 0100000000000661   
0601AIA1N       20210101000550100000005000 0100000000000670   
0601AIA1N       20210101000555100000005000 0100000000000674   
0601AIA1N       20210101000560100000005000 0100000000000681   
0601AIA1N       20210101000565100000005000 0100000000000689   
0601AIA1N       20210101000570100000005000 0100000000000695   
0601AIA1N       20210101000575100000005000 0100000000000701   
0601AIA1N       20210101000580100000005000 0100000000000707   
0601AIA1N       20210101000585100000005000 0100000000000715   
0601AIA1N       20210101000590100000005000 0100000000000721   
0601AIA1N       20210101000595100000005000 0100000000000728   
0601AIA1N       20210101000600100000005000 0100000000000732   
0601AIA1N       20210101000605100000005000 0100000000000739   
0601AIA1N       20210101000610100000005000 0100000000000744   
0601AIA1N       20210101000615100000005000 0100000000000751   
0601AIA1N       20210101000620100000005000 0100000000000755   
0601AIA1N       20210101000625100000005000 0100000000000760   
0601AIA1N       20210101000630100000005000 0100000000000767   
0601AIA1N       20210101000635100000005000 0100000000000772   
0601AIA1N       20210101000640100000005000 0100000000000777   
0601AIA1N       20210101000645100000005000 0100000000000781   
0601AIA1N       20210101000650100000005000 0100000000000788   
0601AIA1N       20210101000655100000005000 0100000000000792   
0601AIA1N       20210101000660100000005000 0100000000000798   
0601AIA1N       20210101000665100000005000 0100000000000801   
0601AIA1N       20210101000670100000005000 0100000000000806   
0601AIA1N       20210101000675100000005000 0100000000000812   
0601AIA1N       20210101000680100000005000 0100000000000818   
0601AIA1N       20210101000685100000005000 0100000000000820   
0601AIA1N       20210101000690100000005000 0100000000000826   
0601AIA1N       20210101000695100000005000 0100000000000830   
0601AIA1N       20210101000700100000005000 0100000000000836   
0601AIA1N       20210101000705100000005000 0100000000000840   
0601AIA1N       20210101000710100000005000 0100000000000844   
0601AIA1N       20210101000715100000005000 0100000000000849   
0601AIA1N       20210101000720100000005000 0100000000000853   
0601AIA1N       20210101000725100000005000 0100000000000858   
0601AIA1N       20210101000730100000005000 0100000000000861   
0601AIA1N       20210101000735100000005000 0100000000000865   
0601AIA1N       20210101000740100000005000 0100000000000870   
0601AIA1N       20210101000745100000005000 0100000000000874   
0601AIA1N       20210101000750100000005000 0100000000000878   
0601AIA1N       20210101000755100000005000 0100000000000881   
0601AIA1N       20210101000760100000005000 0100000000000885   
0601AIA1N       20210101000765100000005000 0100000000000890   
0601AIA1N       20210101000770100000005000 0100000000000893   
0601AIA1N       20210101000775100000005000 0100000000000898   
0601AIA1N       20210101000780100000005000 0100000000000900   
0601AIA1N       20210101000785100000005000 0100000000000904   
0601AIA1N       20210101000790100000005000 0100000000000909   
0601AIA1N       20210101000795100000005000 0100000000000912   
0601AIA1N       20210101000800100000005000 0100000000000916   
0601AIA1N       20210101000805100000005000 0100000000000918   
0601AIA1N       20210101000810100000005000 0100000000000922   
0601AIA1N       20210101000815100000005000 0100000000000926   
0601AIA1N       20210101000820100000005000 0100000000000930   
0601AIA1N       20210101000825100000005000 0100000000000933   
0601AIA1N       20210101000830100000005000 0100000000000937   
0601AIA1N       20210101000835100000005000 0100000000000939   
0601AIA1N       20210101000840100000005000 0100000000000942   
0601AIA1N       20210101000845100000005000 0100000000000946   
0601AIA1N       20210101000850100000005000 0100000000000951   
0601AIA1N       20210101000855100000005000 0100000000000956   
0601AIA1N       20210101000860100000005000 0100000000000959   
0601AIA1N       20210101000865100000005000 0100000000000964   
0601AIA1N       20210101000870100000005000 0100000000000968   
0601AIA1N       20210101000875100000005000 0100000000000973   
0601AIA1N       20210101000880100000005000 0100000000000978   
0601AIA1N       20210101000885100000005000 0100000000000981   
0601AIA1N       20210101000890100000005000 0100000000000986   
0601AIA1N       20210101000895100000005000 0100000000000992   
0601AIA1N       20210101000900100000005000 0100000000000996   
0601AIA1N       20210101000905100000005000 0100000000001002   
0601AIA1N       20210101000910100000005000 0100000000001005   
0601AIA1N       20210101000915100000005000 0100000000001009   
0601AIA1N       20210101000920100000005000 0100000000001015   
0601AIA1N       20210101000925100000005000 0100000000001020   
0601AIA1N       20210101000930100000005000 0100000000001024   
0601AIA1N       20210101000935100000005000 0100000000001029   
0601AIA1N       20210101000940100000005000 0100000000001033   
0601AIA1N       20210101000945100000005000 0100000000001039   
0601AIA1N       20210101000950100000005000 0100000000001044   
0601AIA1N       20210101000955100000005000 0100000000001048   
0601AIA1N       20210101000960100000005000 0100000000001052   
0601AIA1N       20210101000965100000005000 0100000000001056   
0601AIA1N       20210101000970100000005000 0100000000001061   
0601AIA1N       20210101000975100000005000 0100000000001067   
0601AIA1N       20210101000980100000005000 0100000000001071   
0601AIA1N       20210101000985100000005000 0100000000001075   
0601AIA1N       20210101000990100000005000 0100000000001079   
0601AIA1N       20210101000995100000005000 0100000000001085   
0601AIA1N       20210101001000100000005000 0100000000001089   
0601AIA1N       20210101001005100000005000 0100000000001093   
0601AIA1N       20210101001010100000005000 0100000000001097   
0601AIA1N       20210101001015100000005000 0100000000001101   
0601AIA1N       20210101001020100000005000 0100000000001106   
0601AIA1N       20210101001025100000005000 0100000000001110   
0601AIA1N       20210101001030100000005000 0100000000001114   
0601AIA1N       20210101001035100000005000 0100000000001118   
0601AIA1N       20210101001040100000005000 0100000000001123   
0601AIA1N       20210101001045100000005000 0100000000001127   
0601AIA1N       20210101001050100000005000 0100000000001131   
0601AIA1N       20210101001055100000005000 0100000000001135   
0601AIA1N       20210101001060100000005000 0100000000001140   
0601AIA1N       20210101001065100000005000 0100000000001143   
0601AIA1N       20210101001070100000005000 0100000000001147   
0601AIA1N       20210101001075100000005000 0100000000001150   
0601AIA1N       20210101001080100000005000 0100000000001154   
0601AIA1N       20210101001085100000005000 0100000000001159   
0601AIA1N       20210101001090100000005000 0100000000001162   
0601AIA1N       20210101001095100000005000 0100000000001165   
0601AIA1N       20210101001100100000005000 0100000000001168   
0601AIA1N       20210101001105100000005000 0100000000001173   
0601AIA1N       20210101001110100000005000 0100000000001177   
0601AIA1N       20210101001115100000005000 0100000000001180   
0601AIA1N       20210101001120100000005000 0100000000001183   
0601AIA1N       20210101001125100000005000 0100000000001187   
0601AIA1N       20210101001130100000005000 0100000000001191   
0601AIA1N       20210101001135100000005000 0100000000001194   
0601AIA1N       20210101001140100000005000 0100000000001197   
0601AIA1N       20210101001145100000005000 0100000000001201   
0601AIA1N       20210101001150100000005000 0100000000001205   
0601AIA1N       20210101001155100000005000 0100000000001209   
0601AIA1N       20210101001160100000005000 0100000000001214   
0601AIA1N       20210101001165100000005000 0100000000001217   
0601AIA1N       20210101001170100000005000 0100000000001220   
0601AIA1N       20210101001175100000005000 0100000000001225   
0601AIA1N       20210101001180100000005000 0100000000001230   
0601AIA1N       20210101001185100000005000 0100000000001234   
0601AIA1N       20210101001190100000005000 0100000000001237   
0601AIA1N       20210101001195100000005000 0100000000001242   
0601AIA1N       20210101001200100000005000 0100000000001246   
0601AIA1N       20210101001205100000005000 0100000000001250   
0601AIA1N       20210101001210100000005000 0100000000001253   
0601AIA1N       20210101001215100000005000 0100000000001257   
0601AIA1N       20210101001220100000005000 0100000000001261   
0601AIA1N       20210101001225100000005000 0100000000001264   
0601AIA1N       20210101001230100000005000 0100000000001268   
0601AIA1N       20210101001235100000005000 0100000000001272   
0601AIA1N       20210101001240100000005000 0100000000001276   
0601AIA1N       20210101001245100000005000 0100000000001280   
0601AIA1N       20210101001250100000005000 0100000000001284   
0601AIA1N       20210101001255100000005000 0100000000001287   
0601AIA1N       20210101001260100000005000 0100000000001291   
0601AIA1N       20210101001265100000005000 0100000000001295   
0601AIA1N       20210101001270100000005000 0100000000001298   
0601AIA1N       20210101001275100000005000 0100000000001303   
0601AIA1N       20210101001280100000005000 0100000000001306   
